order_id,created_date,order_city,order_offer_badge,batch,biker,vendor,district,order_fare,total_distance
589626321,2025-10-18,U,delayed,0,9778670,1147110,1400,985714,1248.2
589626542,2025-10-18,K,normal,0,10332424,954927,1480,1771429,7455.6
589626742,2025-10-18,K,normal,1,4663294,144093,1528,535714,1623.45
589626801,2025-10-18,K,normal,0,10824988,1236300,1484,2085714,7020.2
589626842,2025-10-18,U,delayed,0,10350342,812490,1432,2928571,3612.2
589626901,2025-10-18,K,normal,0,9719542,193266,1484,1028571,4363.7
589627032,2025-10-18,K,normal,1,10986438,193266,1484,1042857,2993.95
589627051,2025-10-18,U,normal,0,11403192,1160208,1432,1285714,3340.9
589627372,2025-10-18,U,normal,0,5968270,309480,1404,1185714,3390.4
589627401,2025-10-18,U,delayed,0,11485982,1026288,1408,928571,490.9
589627521,2025-10-18,U,normal,0,5650144,1248738,1432,871429,2187.8
589627631,2025-10-18,K,delayed,0,9403418,962277,1480,1357143,1022.9
589627862,2025-10-18,K,normal,0,9518832,1302759,4176,1671429,1925.3
589628192,2025-10-18,K,delayed,0,11482688,1257285,1512,2371429,9864.2
589628561,2025-10-18,U,normal,0,4611466,1122300,1428,1785714,4327.3
589628612,2025-10-18,K,normal,0,10298460,1311078,1508,585714,669.4
589628722,2025-10-18,K,normal,0,11489742,1192161,4532,1485714,2655.2
589628901,2025-10-18,K,normal,0,9782160,1242003,4532,1914286,4949.6
589629102,2025-10-18,K,delayed,0,5000344,720627,1468,3157143,13836.6
589629142,2025-10-18,K,delayed,0,11539122,126762,1480,1100000,1824.3
589629242,2025-10-18,U,normal,0,9845480,670293,1428,828571,2029.3
589629611,2025-10-18,K,delayed,0,6534046,1318359,1480,1700000,4188.9
589629732,2025-10-18,K,normal,0,9381412,880743,1476,642857,583.6
589629881,2025-10-18,B,normal,0,3597578,1064184,3740,642857,2131.6
589629951,2025-10-18,U,normal,0,24448,1066671,1404,1214286,4700.1
589630621,2025-10-18,K,normal,0,11326102,1208142,4176,1442857,1874.8
589630632,2025-10-18,K,normal,0,9496246,1190907,4532,1228571,2074.4
589630712,2025-10-18,K,normal,1,9405588,1053504,1512,692857,2202.25
589630751,2025-10-18,K,normal,0,11496472,1170228,1480,457143,874.3
589630791,2025-10-18,K,normal,0,11323768,1262274,4532,1757143,5480.4
589630941,2025-10-18,K,delayed,0,5123578,1257285,1512,928571,2019
589631022,2025-10-18,K,normal,1,4655244,168321,1468,657143,1675.7
589631182,2025-10-18,B,normal,0,11486786,1179330,3720,514286,1899.9
589631381,2025-10-18,K,normal,0,2422572,711459,1476,542857,2630.4
589631401,2025-10-18,K,normal,1,10203458,720627,1468,500000,756.7
589631522,2025-10-18,U,normal,0,11471140,950736,1404,1000000,2786
589632092,2025-10-18,U,normal,1,3301620,710289,1400,1121429,1582.45
589632331,2025-10-18,K,normal,1,9353642,1053504,1512,785714,1435
589633091,2025-10-18,B,normal,0,2865040,1179330,3720,514286,1899.9
589633132,2025-10-18,K,delayed,0,11394290,1257513,1476,914286,1996.6
589633251,2025-10-18,U,normal,0,9833900,1351812,1432,1771429,11689.5
589633291,2025-10-18,K,normal,1,5458472,1376781,1508,942857,3073.4
589633481,2025-10-18,U,normal,0,6550548,163419,1420,571429,681.8
589633531,2025-10-18,U,normal,0,3089730,1071198,1432,1528571,4431.5
589633602,2025-10-18,K,delayed,1,10233308,216960,1480,1078571,3009.1
589633692,2025-10-18,K,delayed,1,10495880,216960,1480,985714,2653.45
589634162,2025-10-18,U,normal,0,9833900,1228527,1404,814286,1432.4
589634192,2025-10-18,U,normal,0,5091472,309480,1404,842857,2107.6
589634251,2025-10-18,U,delayed,0,11241870,1177512,1432,2400000,4687.3
589634761,2025-10-18,K,normal,0,9394064,1248552,1480,2128571,15870
589634781,2025-10-18,K,normal,0,2777748,1286394,1508,600000,1044.9
589634942,2025-10-18,U,normal,0,9226214,1160208,1432,1771429,9809.2
589635272,2025-10-18,K,normal,0,11224674,1240734,4532,1357143,1389.8
589635312,2025-10-18,K,normal,0,3333406,706875,1484,700000,2670.7
589635341,2025-10-18,B,normal,0,8834208,333876,3724,457143,459.5
589635371,2025-10-18,K,normal,0,11356254,1047027,4532,1700000,3902.8
589635642,2025-10-18,K,delayed,0,9823804,1263777,1484,2742857,8470.9
589635682,2025-10-18,K,delayed,0,9310458,186009,1480,1257143,2594.8
589636442,2025-10-18,K,normal,0,9786074,1192365,4532,1700000,3896.3
589636481,2025-10-18,U,normal,1,4031012,1291764,1432,885714,1037.75
589636821,2025-10-18,K,normal,0,9689572,1194072,4532,1371429,1603.3
589636921,2025-10-18,U,normal,0,6550548,1077948,1428,600000,362.3
589636991,2025-10-18,K,delayed,0,3857046,954927,1480,1557143,3707.6
568370201,2025-08-04,K,normal,0,10258590,1266315,1528,1357143,4114.2
568370762,2025-08-04,K,normal,1,9966064,201540,1512,607143,1608.8
568371442,2025-08-04,K,normal,0,2988130,1226184,1484,771429,2372.5
568372122,2025-08-04,K,delayed,0,10258590,90543,1528,814286,2060.6
568372271,2025-08-04,K,normal,0,2623004,742077,1508,842857,3229.4
568372442,2025-08-04,U,normal,0,10991082,1194708,1420,1000000,4357.5
568372502,2025-08-04,U,normal,0,10274030,1232829,1404,1528571,6782.4
568372631,2025-08-04,K,delayed,0,5300686,260094,1480,1128571,3059.7
568372901,2025-08-04,K,normal,1,10018172,809193,1468,700000,1938.3
568373241,2025-08-04,B,normal,0,5151412,1175460,3720,614286,2230.1
568373281,2025-08-04,K,normal,0,8734568,1187862,1508,1642857,7187.9
568373412,2025-08-04,U,normal,0,9561518,1294452,1432,528571,1575.6
568373551,2025-08-04,K,normal,0,9540600,976989,4176,1642857,4857.6
568373602,2025-08-04,K,delayed,0,9931320,838233,1480,1328571,3783.1
568373672,2025-08-04,K,normal,0,9876422,1289214,1508,914286,3506.7
568374241,2025-08-04,K,normal,0,9806426,173766,1484,1185714,5184.6
568374442,2025-08-04,K,normal,0,9532040,1068156,1512,1757143,6777.8
568374512,2025-08-04,U,normal,0,5956216,1117215,1420,642857,2338.7
568374572,2025-08-04,U,normal,0,6550548,1117215,1420,671429,2461.2
568374662,2025-08-04,K,normal,0,10523100,219657,1484,1242857,3987.7
568375032,2025-08-04,U,normal,0,9310078,185184,1408,985714,3980.6
568375092,2025-08-04,B,normal,0,9036228,177918,3720,485714,1255.4
568375361,2025-08-04,K,normal,0,10315892,118524,1480,1771429,9511.3
568375752,2025-08-04,K,normal,0,10298460,1187862,1508,2242857,12077
568375852,2025-08-04,K,normal,0,9637140,990057,1508,771429,2357.8
568375951,2025-08-04,K,normal,0,11058890,1044444,1512,414286,639.8
568376112,2025-08-04,K,normal,0,3732006,124575,1480,557143,1443.5
568376521,2025-08-04,B,normal,0,5866170,143202,3732,528571,1839.2
568376612,2025-08-04,U,delayed,0,5706608,1230618,1420,1285714,4113.2
568376662,2025-08-04,K,delayed,0,5300686,201540,1512,900000,2473.6
568376751,2025-08-04,K,normal,0,9833696,1349262,1480,1114286,4982
568377332,2025-08-04,U,normal,0,5815508,710289,1400,542857,1742.7
568377421,2025-08-04,B,normal,0,10659450,1179330,3720,557143,1534
568377532,2025-08-04,U,normal,0,9590262,968040,1432,742857,2681.9
568377692,2025-08-04,K,normal,0,4589078,1340259,1508,1657143,4425.3
568377731,2025-08-04,K,normal,0,8967864,1187862,1508,2085714,6426.9
568377881,2025-08-04,K,normal,0,9231516,1242819,1508,1957143,9418.3
568378042,2025-08-04,K,normal,0,5288280,1215408,1480,1757143,6632
568378102,2025-08-04,K,delayed,0,10976640,1263918,1528,842857,2247.1
568378132,2025-08-04,K,normal,0,2794162,168321,1468,714286,2253.4
568378142,2025-08-04,K,normal,0,9706484,1068183,1512,542857,2647.7
568378242,2025-08-04,K,normal,0,5288280,1265082,1480,657143,2562.3
568378701,2025-08-04,U,normal,0,4162654,951510,1396,442857,808.7
568378912,2025-08-04,K,normal,0,5365330,726069,1480,757143,3002.9
568379022,2025-08-04,K,normal,0,9340926,1193106,4532,1357143,3144.5
568379162,2025-08-04,B,normal,0,9550844,177918,3720,700000,2501.3
568379262,2025-08-04,K,normal,0,9684656,795969,4176,1457143,3732.1
568379461,2025-08-04,K,normal,0,6483930,749037,1480,1300000,6645.3
568379491,2025-08-04,K,normal,0,9527366,1262274,4532,1171429,1188.3
568379521,2025-08-04,U,normal,0,5207450,1349580,1400,1000000,3777.3
568379542,2025-08-04,K,delayed,0,9650374,684405,1528,785714,1827.9
568379552,2025-08-04,B,normal,1,8524418,285879,3740,742857,1723.05
568379682,2025-08-04,K,normal,1,8549168,1068093,1480,514286,1517.95
568380052,2025-08-04,U,delayed,0,5367130,325710,1432,1357143,4707
568380282,2025-08-04,U,normal,0,4162654,710289,1400,628571,1544.1
568380311,2025-08-04,K,normal,0,11058890,1215315,1528,428571,1350.3
568381101,2025-08-04,K,delayed,0,5139082,193266,1484,971429,2406
568381491,2025-08-04,U,normal,0,9763714,1044510,1428,1057143,5365.8
568381672,2025-08-04,K,normal,0,9449166,1068093,1480,1985714,8609.7
568381692,2025-08-04,U,normal,0,9467916,1335132,1428,771429,3382.9
568381742,2025-08-04,K,normal,0,8575844,290715,1512,1171429,4166.3
568382122,2025-08-04,K,delayed,0,4941062,118524,1480,1142857,3100.6
568382241,2025-08-04,K,normal,0,2623004,1254507,1508,542857,1253.7
568382481,2025-08-04,K,normal,0,4427364,170505,1508,1814286,7238.1
568382491,2025-08-04,K,normal,0,3809518,726069,1480,528571,1998
568382571,2025-08-04,K,normal,0,10277232,271938,1528,1257143,4498.2
568382792,2025-08-04,U,normal,0,4352642,1247970,1420,642857,2319.5
568382951,2025-08-04,U,normal,0,9440400,1077948,1428,757143,2797.2
568382972,2025-08-04,U,normal,0,4702072,1223655,1396,1171429,4487.5
568383481,2025-08-04,K,normal,0,9357212,275727,1480,2171429,8175.9
568383752,2025-08-04,B,normal,0,5320342,197754,3720,457143,161
568383852,2025-08-04,K,normal,0,9706484,929436,1528,614286,2800.9
568383862,2025-08-04,U,normal,0,9996288,1016058,1400,1000000,4806.1
568383961,2025-08-04,K,normal,0,9527366,1339086,4532,1171429,1151.8
568383991,2025-08-04,B,normal,0,9081426,177918,3720,514286,1548.8
568384052,2025-08-04,K,normal,0,11080526,260094,1480,471429,1271.2
568384342,2025-08-04,K,normal,0,9744816,1041264,1508,2157143,10940.3
568384632,2025-08-04,K,normal,0,5447942,170505,1508,1242857,4510.2
568385091,2025-08-04,K,delayed,0,9435772,1281879,1480,1442857,4238.2
568385281,2025-08-04,K,delayed,0,9966064,929436,1528,971429,2853.7
568385941,2025-08-04,K,normal,0,10018172,219657,1484,1342857,6305.7
568386031,2025-08-04,K,normal,0,9555550,1192164,4532,1285714,2616.1
568386341,2025-08-04,K,normal,0,4941062,1274541,1484,1857143,14583.9
568386412,2025-08-04,K,normal,0,9846252,861591,1508,1885714,8586
568386601,2025-08-04,B,normal,0,5320342,996891,3720,485714,1284.4
568386792,2025-08-04,K,delayed,0,5942596,644019,1528,1171429,3600.9
568386962,2025-08-04,B,normal,0,9182014,185343,3732,614286,1444.3
576495921,2025-09-03,U,normal,1,4784114,1009851,1408,671429,1655.05
576496082,2025-09-03,U,normal,0,9112136,1235718,1396,1514286,3697.5
576496102,2025-09-03,B,normal,0,9207874,1141119,3740,600000,1127
576496402,2025-09-03,K,delayed,0,9331642,809193,1468,3100000,8544.5
576496472,2025-09-03,U,normal,0,9254388,993390,1432,842857,2523
576496562,2025-09-03,K,normal,1,9653536,193266,1484,671429,2481.1
576496761,2025-09-03,K,normal,0,5288280,668412,1480,1042857,5055.1
576497151,2025-09-03,K,normal,0,11289964,1366536,1480,942857,4194.8
576497162,2025-09-03,K,normal,0,5004786,64461,1480,2271429,9198
576497262,2025-09-03,U,delayed,0,3856436,1115478,1404,842857,2068.5
576497602,2025-09-03,K,normal,0,5090954,720627,1468,1385714,5976.7
576497881,2025-09-03,U,normal,0,10929208,1256178,1416,642857,1128
576497941,2025-09-03,K,delayed,0,3852024,183984,1480,785714,1016.9
576498472,2025-09-03,K,normal,0,11132324,1309392,1508,1185714,4975.7
576498562,2025-09-03,K,delayed,0,10867420,90543,1528,1057143,3214.1
576498871,2025-09-03,B,normal,0,9265062,904557,3720,1100000,3120.8
576499131,2025-09-03,U,normal,1,9337754,1126080,1408,507143,976.6
576499192,2025-09-03,U,normal,1,11291706,1223427,1420,650000,1324.85
576499261,2025-09-03,B,normal,0,4390542,285879,3740,814286,2665.8
576499311,2025-09-03,U,normal,0,3613062,1268340,1416,800000,2075.8
576499381,2025-09-03,B,normal,1,9770886,1179330,3720,700000,1315.85
576499491,2025-09-03,B,normal,0,6406672,962013,3720,557143,1128.8
576499542,2025-09-03,K,delayed,0,9504738,871155,1480,2871429,9749.2
576499701,2025-09-03,K,delayed,0,4450224,185025,1480,1242857,3640.2
576499731,2025-09-03,U,delayed,0,3822686,940392,1420,1185714,2468.3
576499782,2025-09-03,U,normal,0,10908494,1168752,1396,642857,509.5
576500042,2025-09-03,K,normal,0,4979654,959634,1468,571429,1738.7
576500191,2025-09-03,K,delayed,0,10976988,1211685,1480,1642857,5120.6
576500302,2025-09-03,U,normal,0,9305608,1118118,1428,728571,1802.6
576500382,2025-09-03,K,normal,0,9496976,243288,1508,857143,3375.3
576500541,2025-09-03,K,delayed,0,10212984,1349262,1480,1428571,4370.2
576500602,2025-09-03,K,delayed,0,5221620,185025,1480,957143,2436.6
576500711,2025-09-03,U,normal,0,8783892,1028484,1428,1028571,3631.5
576500901,2025-09-03,U,normal,0,10984698,1218552,1420,1142857,3473.1
576501021,2025-09-03,U,delayed,0,8432922,985743,1416,3157143,10902
576501092,2025-09-03,B,normal,0,8696728,1145787,3720,542857,1277.2
576501141,2025-09-03,K,normal,0,4096744,124425,1512,585714,1967.5
576501752,2025-09-03,K,delayed,0,9699730,206022,1512,914286,2584.7
576502082,2025-09-03,K,normal,0,9665624,1024194,4732,1457143,3778.1
576502232,2025-09-03,K,delayed,0,11028180,1211685,1480,1228571,2756.1
576502442,2025-09-03,U,normal,0,8863498,1291764,1432,942857,1485.3
576502472,2025-09-03,K,normal,1,11054560,939606,1508,464286,231.3
576502552,2025-09-03,U,normal,0,9836136,1223655,1396,1214286,3364.9
576502662,2025-09-03,B,normal,0,3938532,919761,3740,771429,2459.2
576503132,2025-09-03,U,normal,0,9305608,1351812,1432,1185714,2580.6
576503251,2025-09-03,K,delayed,0,9715738,694329,1512,700000,616.8
576503321,2025-09-03,U,normal,0,9315924,203859,1432,1700000,4306.2
576503901,2025-09-03,K,normal,0,9795198,124425,1512,957143,5179.5
576504312,2025-09-03,K,normal,0,9511476,1100472,4532,1414286,3427.1
576504352,2025-09-03,B,normal,1,4980418,956985,3732,642857,1096.3
576504362,2025-09-03,K,delayed,0,10749932,124425,1512,742857,1348.5
576504722,2025-09-03,K,normal,0,9310458,195051,1480,457143,575.9
576504822,2025-09-03,K,normal,0,10367544,1232475,1480,614286,1504.7
576505071,2025-09-03,U,normal,0,9290522,1071198,1432,1000000,2969.7
576505201,2025-09-03,K,normal,0,9637140,1255611,1508,1071429,4394.5
576505381,2025-09-03,U,normal,1,8514820,92526,1400,600000,1409.15
